player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Paul van Meekeren,348109,Dubai Capitals,2024,International League T20,-14.465,-1.033,0,0,-14.465,-1.033,NA,0,NA,NA,NA,NA,NA,NA,0,26,14,4,4,11.143,Inf,NA,NA,14,0.286,NA,NA,0.286,NA,NA,DC,https://www.espncricinfo.com/db/PICTURES/CMS/349600/349619.jpg,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/322600/322644.png,https://www.espncricinfo.com/db/PICTURES/CMS/322600/322644.png,https://www.espncricinfo.com/db/PICTURES/CMS/171300/171339.1.jpg
Phil Salt,669365,Desert Vipers,2024,International League T20,42.579,1.851,42.579,1.851,0,0,56,23,11,7,3,12,6,2,NA,NA,0,NA,NA,NA,NA,2.435,28,23,NA,0.478,0.13,NA,0.304,0.5,DV,https://www.espncricinfo.com/db/PICTURES/CMS/349600/349618.jpg,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/324200/324245.png,https://www.espncricinfo.com/db/PICTURES/CMS/324200/324245.png,https://www.espncricinfo.com/db/PICTURES/CMS/312100/312181.png
Qais Ahmad,914171,Gulf Giants,2023,International League T20,6.969,0.094,0,0,6.969,0.094,NA,0,NA,NA,NA,NA,NA,NA,3,89,74,9,28,7.216,29.667,NA,NA,74,0.122,NA,NA,0.378,NA,NA,GG,https://www.espncricinfo.com/db/PICTURES/CMS/349600/349621.jpg,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/321300/321329.png,https://www.espncricinfo.com/db/PICTURES/CMS/321300/321329.png,https://www.espncricinfo.com/db/PICTURES/CMS/296500/296532.1.jpg
Qais Ahmad,914171,Sharjah Warriors,2024,International League T20,-21.328,-0.667,0,0,-21.328,-0.667,NA,0,NA,NA,NA,NA,NA,NA,0,56,32,4,7,10.5,Inf,NA,NA,32,0.125,NA,NA,0.219,NA,NA,SW,https://www.espncricinfo.com/db/PICTURES/CMS/374200/374264.png,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/321300/321329.png,https://www.espncricinfo.com/db/PICTURES/CMS/321300/321329.png,https://www.espncricinfo.com/db/PICTURES/CMS/296500/296532.1.jpg
Rahmanullah Gurbaz,974087,Dubai Capitals,2024,International League T20,62.515,0.665,62.515,0.665,0,0,146,94,21,39,9,79,44,8,NA,NA,0,NA,NA,NA,NA,1.553,18.25,94,NA,0.223,0.096,NA,0.415,0.557,DC,https://www.espncricinfo.com/db/PICTURES/CMS/349600/349619.jpg,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320504.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320504.png,https://www.espncricinfo.com/db/PICTURES/CMS/357000/357020.1.png
Rahmanullah Gurbaz,974087,Sharjah Warriors,2023,International League T20,74.544,0.601,74.544,0.601,0,0,168,124,26,55,6,101,52,8,NA,NA,0,NA,NA,NA,NA,1.355,21,124,NA,0.21,0.048,NA,0.444,0.515,SW,https://www.espncricinfo.com/db/PICTURES/CMS/374200/374264.png,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320504.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320504.png,https://www.espncricinfo.com/db/PICTURES/CMS/357000/357020.1.png
Rahul Chopra,1388460,Dubai Capitals,2024,International League T20,-21.335,-0.533,-21.335,-0.533,0,0,32,40,3,19,0,39,20,3,NA,NA,0,NA,NA,NA,NA,0.8,10.667,40,NA,0.075,0,NA,0.475,0.513,DC,https://www.espncricinfo.com/db/PICTURES/CMS/349600/349619.jpg,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,NA,NA,NA
Rashid Khan,793463,MI Emirates,2023,International League T20,10.887,0.218,0,0,10.887,0.218,NA,0,NA,NA,NA,NA,NA,NA,4,62,50,5,14,7.44,15.5,NA,NA,50,0.1,NA,NA,0.28,NA,NA,MIE,https://www.espncricinfo.com/db/PICTURES/CMS/344000/344077.png,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320506.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320506.png,https://www.espncricinfo.com/db/PICTURES/CMS/289200/289234.1.jpg
Ravi Bopara,10582,Abu Dhabi Knight Riders,2024,International League T20,5.305,0.113,-11.717,-1.172,17.022,0.46,5,10,0,5,0,11,5,2,4,38,37,3,10,6.162,9.5,0.5,2.5,47,0.081,0,0,0.27,0.5,0.455,ADKR,https://www.espncricinfo.com/db/PICTURES/CMS/349600/349617.png,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316536.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316536.png,https://www.espncricinfo.com/db/PICTURES/CMS/304000/304007.jpg
Ravi Bopara,10582,Dubai Capitals,2023,International League T20,-3.448,-0.246,3.528,0.441,-6.976,-1.163,15,8,2,3,1,6,5,1,0,15,6,2,2,15,Inf,1.875,15,14,0.333,0.25,0.125,0.333,0.375,0.833,DC,https://www.espncricinfo.com/db/PICTURES/CMS/349600/349619.jpg,#0b0c59,https://upload.wikimedia.org/wikipedia/en/d/dc/ILT20_logo.jpeg,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316536.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316536.png,https://www.espncricinfo.com/db/PICTURES/CMS/304000/304007.jpg
