player,cricinfo_id,team,season,competition,match_id,custom_match_id,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,comp_colour_main,comp_colour_secondary,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Chris Green,787073,Jamaica Tallawahs,2023,Caribbean Premier League,1369582,CPL_GAW_JT_2023-09-13,-0.204,-0.008,0,0,-0.204,-0.008,0,0,0,0,0,0,0,0,1,32,26,3,9,7.385,32,NA,NA,26,0.115,NA,NA,0.346,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png
Chris Green,787073,Jamaica Tallawahs,2023,Caribbean Premier League,1369584,CPL_JT_STKNP_2023-09-16,13.915,0.497,6.416,2.139,7.499,0.3,9,3,2,0,0,1,1,0,1,23,25,1,9,5.52,23,3,Inf,28,0.04,0.667,0,0.36,0,1,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png
Chris Green,787073,Jamaica Tallawahs,2023,Caribbean Premier League,1369586,CPL_JT_SLK_2023-09-17,22.625,0.905,0,0,22.625,0.905,0,0,0,0,0,0,0,0,4,15,25,1,14,3.6,3.75,NA,NA,25,0.04,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png
Chris Green,787073,Jamaica Tallawahs,2023,Caribbean Premier League,1369588,CPL_SLK_JT_2023-09-19,17.347,0.723,0,0,17.347,0.723,0,0,0,0,0,0,0,0,2,19,24,3,14,4.75,9.5,NA,NA,24,0.125,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png
Chris Green,787073,Jamaica Tallawahs,2023,Caribbean Premier League,1369590,CPL_GAW_JT_2023-09-22,-4.278,-0.148,-3.244,-0.811,-1.034,-0.041,4,4,0,1,0,4,4,1,0,28,25,3,9,6.72,Inf,1,4,29,0.12,0,0,0.36,0.25,1,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309059.png
Chris Sole,671823,St Lucia Kings,2023,Caribbean Premier League,1369558,CPL_JT_SLK_2023-08-16,-15.516,-0.647,0,0,-15.516,-0.647,0,0,0,0,0,0,0,0,1,41,24,6,8,10.25,41,NA,NA,24,0.25,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322400/322438.png,https://www.espncricinfo.com/db/PICTURES/CMS/322400/322438.png,https://www.espncricinfo.com/db/PICTURES/CMS/322400/322438.png
Chris Sole,671823,St Lucia Kings,2023,Caribbean Premier League,1369559,CPL_BR_SLK_2023-08-17,-11.936,-0.597,0,0,-11.936,-0.597,0,0,0,0,0,0,0,0,1,40,20,4,7,12,40,NA,NA,20,0.2,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322400/322438.png,https://www.espncricinfo.com/db/PICTURES/CMS/322400/322438.png,https://www.espncricinfo.com/db/PICTURES/CMS/322400/322438.png
Colin Munro,232359,St Lucia Kings,2023,Caribbean Premier League,1369573,CPL_BR_SLK_2023-09-02,16.127,0.597,16.127,0.597,0,0,33,27,5,8,0,23,13,1,0,0,0,0,0,NA,NA,1.222,33,27,NA,0.185,0,NA,0.296,0.565,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303792.png
Colin Munro,232359,St Lucia Kings,2023,Caribbean Premier League,1369578,CPL_SLK_STKNP_2023-09-09,10.798,1.08,10.798,1.08,0,0,10,10,2,6,0,8,2,1,0,0,0,0,0,NA,NA,1,10,10,NA,0.2,0,NA,0.6,0.25,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303792.png
Colin Munro,232359,St Lucia Kings,2023,Caribbean Premier League,1369581,CPL_SLK_TKR_2023-09-10,17.657,0.346,17.657,0.346,0,0,72,51,9,17,3,44,30,0,0,0,0,0,0,NA,NA,1.412,Inf,51,NA,0.176,0.059,NA,0.333,0.682,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303792.png
Colin Munro,232359,St Lucia Kings,2023,Caribbean Premier League,1369583,CPL_GAW_SLK_2023-09-14,2.917,0.069,2.917,0.069,0,0,55,42,8,18,2,37,19,1,0,0,0,0,0,NA,NA,1.31,55,42,NA,0.19,0.048,NA,0.429,0.514,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303792.png
Colin Munro,232359,St Lucia Kings,2023,Caribbean Premier League,1369586,CPL_JT_SLK_2023-09-17,-8.129,-0.903,-8.129,-0.903,0,0,4,9,0,5,0,9,4,1,0,0,0,0,0,NA,NA,0.444,4,9,NA,0,0,NA,0.556,0.444,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303792.png
Colin Munro,232359,St Lucia Kings,2023,Caribbean Premier League,1369588,CPL_SLK_JT_2023-09-19,-16.894,-3.379,-16.894,-3.379,0,0,1,5,0,4,0,5,1,1,0,0,0,0,0,NA,NA,0.2,1,5,NA,0,0,NA,0.8,0.2,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319772.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303792.png
Corbin Bosch,594322,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369564,CPL_JT_STKNP_2023-08-23,-11.724,-0.558,-4.732,-4.732,-6.993,-0.35,0,1,0,1,0,1,0,1,0,31,20,3,3,9.3,Inf,0,0,21,0.15,0,0,0.15,1,0,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg
Corbin Bosch,594322,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369565,CPL_GAW_STKNP_2023-08-24,-4.924,-0.176,-4.705,-0.523,-0.219,-0.012,8,9,0,3,0,9,8,1,0,26,19,3,7,8.211,Inf,0.889,8,28,0.158,0,0,0.368,0.333,0.889,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg
Corbin Bosch,594322,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369567,CPL_BR_STKNP_2023-08-26,26.923,0.897,29.565,2.688,-2.642,-0.139,38,11,7,1,3,7,4,0,1,28,19,4,7,8.842,28,3.455,Inf,30,0.211,0.636,0.273,0.368,0.091,0.571,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg
Corbin Bosch,594322,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369569,CPL_STKNP_TKR_2023-08-27,9.599,0.246,2.564,0.122,7.035,0.391,30,21,4,6,1,18,12,1,3,22,18,3,7,7.333,7.333,1.429,30,39,0.167,0.19,0.048,0.389,0.286,0.667,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg
Corbin Bosch,594322,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369572,CPL_GAW_STKNP_2023-09-02,-16.338,-0.355,-8.789,-0.326,-7.549,-0.397,27,27,2,9,1,25,17,1,1,32,19,4,4,10.105,32,1,27,46,0.211,0.074,0.037,0.211,0.333,0.68,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg
Corbin Bosch,594322,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369575,CPL_BR_STKNP_2023-09-03,-4.63,-0.21,-1.132,-0.377,-3.498,-0.184,5,3,1,1,0,2,1,1,1,29,19,6,10,9.158,29,1.667,5,22,0.316,0.333,0,0.526,0.333,0.5,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg
Corbin Bosch,594322,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369578,CPL_SLK_STKNP_2023-09-09,-11.589,-0.297,-0.91,-0.076,-10.679,-0.396,12,12,1,4,0,12,8,1,1,36,27,4,8,8,36,1,12,39,0.148,0.083,0,0.296,0.333,0.667,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg
Corbin Bosch,594322,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369584,CPL_JT_STKNP_2023-09-16,-30.463,-0.846,-13.369,-0.608,-17.094,-1.221,10,22,1,13,0,23,6,1,0,30,14,4,1,12.857,Inf,0.455,10,36,0.286,0.045,0,0.071,0.591,0.261,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/224500/224563.1.jpg
Dominic Drakes,906749,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369564,CPL_JT_STKNP_2023-08-23,6.282,0.134,3.919,0.178,2.364,0.095,29,22,4,9,2,19,9,0,1,29,25,3,9,6.96,29,1.318,Inf,47,0.12,0.182,0.091,0.36,0.409,0.474,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/352300/352354.4.jpg
Dominic Drakes,906749,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369565,CPL_GAW_STKNP_2023-08-24,-17.462,-0.563,-3.85,-0.55,-13.613,-0.567,6,7,1,6,1,8,0,1,2,43,24,6,6,10.75,21.5,0.857,6,31,0.25,0.143,0.143,0.25,0.857,0,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/352300/352354.4.jpg
Dominic Drakes,906749,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369567,CPL_BR_STKNP_2023-08-26,3.961,0.12,10.57,0.813,-6.609,-0.33,20,13,2,0,1,13,10,0,2,37,20,6,7,11.1,18.5,1.538,Inf,33,0.3,0.154,0.077,0.35,0,0.769,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/352300/352354.4.jpg
Dominic Drakes,906749,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369569,CPL_STKNP_TKR_2023-08-27,-8.458,-0.529,2.806,0.935,-11.264,-0.866,6,3,1,1,0,2,2,0,0,28,13,5,2,12.923,Inf,2,Inf,16,0.385,0.333,0,0.154,0.333,1,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/352300/352354.4.jpg
Dominic Drakes,906749,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369572,CPL_GAW_STKNP_2023-09-02,-24.158,-0.604,-12.279,-0.819,-11.879,-0.475,6,15,0,9,0,15,6,0,1,45,25,6,9,10.8,45,0.4,Inf,40,0.24,0,0,0.36,0.6,0.4,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/352300/352354.4.jpg
Dominic Drakes,906749,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369575,CPL_BR_STKNP_2023-09-03,-7.778,-0.409,0,0,-7.778,-0.409,0,0,0,0,0,0,0,0,1,34,19,5,4,10.737,34,NA,NA,19,0.263,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/352300/352354.4.jpg
Dominic Drakes,906749,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369578,CPL_SLK_STKNP_2023-09-09,-10.225,-1.461,-0.121,-0.121,-10.104,-1.684,1,1,0,0,0,1,1,0,0,14,6,3,1,14,Inf,1,Inf,7,0.5,0,0,0.167,0,1,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/355300/355399.png,https://www.espncricinfo.com/db/PICTURES/CMS/352300/352354.4.jpg
Donovan Ferreira,698315,Barbados Royals,2023,Caribbean Premier League,1369559,CPL_BR_SLK_2023-08-17,1.657,0.138,1.657,0.138,0,0,19,12,2,4,1,11,9,1,0,0,0,0,0,NA,NA,1.583,19,12,NA,0.167,0.083,NA,0.333,0.818,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/356800/356889.1.png,https://www.espncricinfo.com/db/PICTURES/CMS/356800/356889.1.png,https://www.espncricinfo.com/db/PICTURES/CMS/356800/356889.1.png
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369565,CPL_GAW_STKNP_2023-08-24,4.936,0.19,-3.184,-0.354,8.121,0.478,10,9,1,5,1,9,4,1,1,12,17,1,9,4.235,12,1.111,10,26,0.059,0.111,0.111,0.529,0.556,0.444,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369568,CPL_GAW_JT_2023-08-27,2.847,0.089,-0.878,-0.176,3.725,0.138,8,5,1,1,0,7,4,1,3,35,27,5,10,7.778,11.667,1.6,8,32,0.185,0.2,0,0.37,0.2,0.571,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369572,CPL_GAW_STKNP_2023-09-02,11.406,0.3,0.092,0.005,11.315,0.629,27,20,3,7,1,18,13,1,3,17,18,2,9,5.667,5.667,1.35,27,38,0.111,0.15,0.05,0.5,0.35,0.722,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369576,CPL_GAW_TKR_2023-09-05,-37.057,-1.482,0,0,-37.057,-1.482,0,0,0,0,0,0,0,0,0,48,25,8,7,11.52,Inf,NA,NA,25,0.32,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369580,CPL_BR_GAW_2023-09-10,-0.056,-0.002,-4.081,-4.081,4.025,0.168,0,1,0,1,0,1,0,1,2,28,24,3,12,7,14,0,0,25,0.125,0,0,0.5,1,0,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369582,CPL_GAW_JT_2023-09-13,40.569,1.623,0,0,40.569,1.623,0,0,0,0,0,0,0,0,2,33,25,6,12,7.92,16.5,NA,NA,25,0.24,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369583,CPL_GAW_SLK_2023-09-14,1.05,0.042,0,0,1.05,0.042,0,0,0,0,0,0,0,0,0,26,25,5,14,6.24,Inf,NA,NA,25,0.2,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369585,CPL_GAW_TKR_2023-09-16,-14.333,-0.434,0.501,0.056,-14.834,-0.618,11,9,0,1,0,10,11,0,1,31,24,4,9,7.75,31,1.222,Inf,33,0.167,0,0,0.375,0.111,1.1,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369587,CPL_BR_GAW_2023-09-17,5.096,0.392,-4.131,-4.131,9.227,0.769,0,1,0,1,0,1,0,1,1,5,12,0,8,2.5,5,0,0,13,0,0,0,0.667,1,0,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369589,CPL_GAW_TKR_2023-09-20,1.31,0.032,1.224,0.094,0.086,0.003,15,13,2,6,1,12,5,1,2,37,28,5,9,7.929,18.5,1.154,15,41,0.179,0.154,0.077,0.321,0.462,0.417,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369590,CPL_GAW_JT_2023-09-22,15.019,0.536,3.049,1.525,11.97,0.46,5,2,1,0,0,1,1,0,2,21,26,2,14,4.846,10.5,2.5,Inf,28,0.077,0.5,0,0.538,0,1,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwaine Pretorius,327830,Guyana Amazon Warriors,2023,Caribbean Premier League,1369591,CPL_TKR_GAW_2023-09-24,-4.056,-0.156,0,0,-4.056,-0.156,0,0,0,0,0,0,0,0,4,26,26,3,13,6,6.5,NA,NA,26,0.115,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322077.png,https://www.espncricinfo.com/db/PICTURES/CMS/317900/317962.jpg
Dwayne Bravo,51439,Trinbago Knight Riders,2023,Caribbean Premier League,1369566,CPL_SLK_TKR_2023-08-26,-2.808,-0.097,-5.812,-1.453,3.004,0.12,1,4,0,3,0,4,1,1,2,33,25,4,7,7.92,16.5,0.25,1,29,0.16,0,0,0.28,0.75,0.25,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309099.png
Dwayne Bravo,51439,Trinbago Knight Riders,2023,Caribbean Premier League,1369569,CPL_STKNP_TKR_2023-08-27,-5.383,-0.207,0,0,-5.383,-0.207,0,0,0,0,0,0,0,0,2,43,26,7,10,9.923,21.5,NA,NA,26,0.269,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309099.png
Dwayne Bravo,51439,Trinbago Knight Riders,2023,Caribbean Premier League,1369570,CPL_BR_TKR_2023-08-30,-4.081,-4.081,-4.081,-4.081,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,NA,NA,0,0,1,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309099.png
Dwayne Bravo,51439,Trinbago Knight Riders,2023,Caribbean Premier League,1369589,CPL_GAW_TKR_2023-09-20,1.328,0.066,0,0,1.328,0.066,0,0,0,0,0,0,0,0,0,23,20,2,4,6.9,Inf,NA,NA,20,0.1,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309099.png
Dwayne Bravo,51439,Trinbago Knight Riders,2023,Caribbean Premier League,1369591,CPL_TKR_GAW_2023-09-24,-14.384,-0.799,-14.384,-0.799,0,0,8,18,1,12,0,18,4,1,0,0,0,0,0,NA,NA,0.444,8,18,NA,0.056,0,NA,0.667,0.222,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320092.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309099.png
Evin Lewis,431901,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369564,CPL_JT_STKNP_2023-08-23,-21.904,-2.738,-21.904,-2.738,0,0,9,8,2,5,0,6,1,1,0,0,0,0,0,NA,NA,1.125,9,8,NA,0.25,0,NA,0.625,0.167,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/232700/232753.jpg
Evin Lewis,431901,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369565,CPL_GAW_STKNP_2023-08-24,18.177,0.79,18.177,0.79,0,0,48,23,7,7,6,18,8,1,0,0,0,0,0,NA,NA,2.087,48,23,NA,0.304,0.261,NA,0.304,0.444,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/232700/232753.jpg
Evin Lewis,431901,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369567,CPL_BR_STKNP_2023-08-26,-10.204,-1.458,-10.204,-1.458,0,0,8,7,1,4,1,6,2,1,0,0,0,0,0,NA,NA,1.143,8,7,NA,0.143,0.143,NA,0.571,0.333,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/232700/232753.jpg
Evin Lewis,431901,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369569,CPL_STKNP_TKR_2023-08-27,-23.588,-2.359,-23.588,-2.359,0,0,10,10,1,4,0,9,6,1,0,0,0,0,0,NA,NA,1,10,10,NA,0.1,0,NA,0.4,0.667,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/232700/232753.jpg
Evin Lewis,431901,St Kitts and Nevis Patriots,2023,Caribbean Premier League,1369572,CPL_GAW_STKNP_2023-09-02,-5.561,-0.618,-5.561,-0.618,0,0,7,9,1,6,0,8,3,1,0,0,0,0,0,NA,NA,0.778,7,9,NA,0.111,0,NA,0.667,0.375,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/320000/320093.png,https://www.espncricinfo.com/db/PICTURES/CMS/232700/232753.jpg
