player,cricinfo_id,team,season,competition,match_id,custom_match_id,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url,comp_colour_main,comp_colour_secondary
Lauren Winfield-Hill,517572,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,2.897,0.063,2.897,0.063,0,0,46,46,4,17,0,45,30,0,0,0,0,0,0,NA,NA,1,Inf,46,NA,0.087,0,NA,0.37,0.667,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323182.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323182.png,https://www.espncricinfo.com/db/PICTURES/CMS/305000/305053.png,#252F60,#019DD5
Natasha McLean,474201,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,-4.245,-2.123,-4.245,-2.123,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,NA,NA,0,0,2,NA,0,0,NA,1,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320603.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320603.png,https://www.espncricinfo.com/db/PICTURES/CMS/153800/153885.1.jpg,#252F60,#019DD5
Nyia Latchman,1293277,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,-1.758,-0.146,0,0,-1.758,-0.146,0,0,0,0,0,0,0,0,1,14,12,1,4,7,14,NA,NA,12,0.083,NA,NA,0.333,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,NA,NA,NA,#252F60,#019DD5
Samara Ramnath,310961,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,-3.608,-0.19,0,0,-3.608,-0.19,0,0,0,0,0,0,0,0,0,22,19,0,2,6.947,Inf,NA,NA,19,0,NA,NA,0.105,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,NA,NA,NA,#252F60,#019DD5
Shabnim Ismail,276997,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,10.176,0.424,0,0,10.176,0.424,0,0,0,0,0,0,0,0,1,18,24,2,13,4.5,18,NA,NA,24,0.083,NA,NA,0.542,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320648.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320648.png,https://www.espncricinfo.com/db/PICTURES/CMS/307300/307335.png,#252F60,#019DD5
Shakera Selman,355356,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,-6.072,-0.337,0,0,-6.072,-0.337,0,0,0,0,0,0,0,0,0,23,18,3,5,7.667,Inf,NA,NA,18,0.167,NA,NA,0.278,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320604.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320604.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306699.png,#252F60,#019DD5
Sheneta Grimmond,909779,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,-5.571,-0.928,0,0,-5.571,-0.928,0,0,0,0,0,0,0,0,0,11,6,2,2,11,Inf,NA,NA,6,0.333,NA,NA,0.333,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321675.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321675.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306630.png,#252F60,#019DD5
Shikha Pandey,442145,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,-2.798,-0.112,-3.38,-1.127,0.582,0.026,2,3,0,1,0,3,2,1,1,23,22,4,11,6.273,23,0.667,2,25,0.182,0,0,0.5,0.333,0.667,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320631.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320631.png,https://www.espncricinfo.com/db/PICTURES/CMS/304500/304564.png,#252F60,#019DD5
Stafanie Taylor,355359,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,-2.732,-0.08,-3.912,-0.489,1.18,0.045,6,8,1,5,0,7,2,1,0,26,26,0,5,6,Inf,0.75,6,34,0,0.125,0,0.192,0.625,0.286,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320610.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320610.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306628.png,#252F60,#019DD5
Zaida James,1268281,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443201,WCPL_TKR-W_GAW-W_2024-08-23,-3.572,-0.238,2.201,0.734,-5.773,-0.481,5,3,1,1,0,2,1,0,0,18,12,3,3,9,Inf,1.667,Inf,15,0.25,0.333,0,0.25,0.333,0.5,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,#252F60,#019DD5
Ashmini Munisar,1352168,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-9.077,-1.513,0,0,-9.077,-1.513,0,0,0,0,0,0,0,0,0,14,6,2,1,14,Inf,NA,NA,6,0.333,NA,NA,0.167,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,NA,NA,NA,#252F60,#019DD5
Chedean Nation,355355,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-4.548,-1.516,-4.548,-1.516,0,0,1,3,0,2,0,3,1,1,0,0,0,0,0,NA,NA,0.333,1,3,NA,0,0,NA,0.667,0.333,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320596.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320596.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306616.png,#252F60,#019DD5
Chloe Tryon,453370,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,20.681,0.667,-3.172,-0.529,23.853,0.954,5,6,0,2,0,6,5,1,2,12,25,0,13,2.88,6,0.833,5,31,0,0,0,0.52,0.333,0.833,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320638.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320638.png,https://www.espncricinfo.com/db/PICTURES/CMS/307200/307247.png,#252F60,#019DD5
Deandra Dottin,355349,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,14.898,0.392,14.898,0.392,0,0,53,38,9,21,3,30,11,1,0,0,0,0,0,NA,NA,1.395,53,38,NA,0.237,0.079,NA,0.553,0.367,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320597.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320597.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306622.png,#252F60,#019DD5
Erin Burns,275447,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,7.965,0.117,15.59,0.312,-7.626,-0.424,61,50,6,14,0,44,37,1,1,27,18,5,9,9,27,1.22,61,68,0.278,0.12,0,0.5,0.28,0.841,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326534.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326534.png,https://www.espncricinfo.com/db/PICTURES/CMS/305800/305807.jpg,#252F60,#019DD5
Harshitha Samarawickrama,557839,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-0.852,-0.047,-0.852,-0.047,0,0,18,18,2,6,0,16,10,1,0,0,0,0,0,NA,NA,1,18,18,NA,0.111,0,NA,0.333,0.625,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322128.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322128.png,https://www.espncricinfo.com/db/PICTURES/CMS/300600/300648.1.jpg,#252F60,#019DD5
Jannillea Glasgow,1268602,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-7.829,-0.559,-1.305,-0.652,-6.524,-0.544,0,2,0,1,0,3,0,0,1,22,12,3,4,11,22,0,NA,14,0.25,0,0,0.333,0.5,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370955.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370955.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370955.4.jpg,#252F60,#019DD5
Jemimah Rodrigues,883405,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-9.439,-0.524,-7.022,-1.17,-2.417,-0.201,2,6,0,4,0,6,2,1,0,15,12,1,4,7.5,Inf,0.333,2,18,0.083,0,0,0.333,0.667,0.333,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321800/321866.png,https://www.espncricinfo.com/db/PICTURES/CMS/321800/321866.png,https://www.espncricinfo.com/db/PICTURES/CMS/300600/300608.1.jpg,#252F60,#019DD5
Jess Jonassen,374936,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,6.296,0.225,-3.334,-1.667,9.63,0.37,1,2,0,1,0,2,1,1,1,15,26,0,14,3.462,15,0.5,1,28,0,0,0,0.538,0.5,0.5,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320133.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320133.png,https://www.espncricinfo.com/db/PICTURES/CMS/150200/150218.1.jpg,#252F60,#019DD5
Karishma Ramharack,769517,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,11.989,0.5,0,0,11.989,0.5,0,0,0,0,0,0,0,0,3,20,24,1,10,5,6.667,NA,NA,24,0.042,NA,NA,0.417,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321683.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321683.png,https://www.espncricinfo.com/db/PICTURES/CMS/334800/334887.4.jpg,#252F60,#019DD5
Kycia Knight,472975,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-12.293,-0.559,-12.293,-0.559,0,0,16,22,1,8,0,21,12,1,0,0,0,0,0,NA,NA,0.727,16,22,NA,0.045,0,NA,0.364,0.571,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320600.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320600.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306644.png,#252F60,#019DD5
Lauren Winfield-Hill,517572,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-3.375,-0.225,-3.375,-0.225,0,0,11,15,1,8,0,15,7,1,0,0,0,0,0,NA,NA,0.733,11,15,NA,0.067,0,NA,0.533,0.467,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323182.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323182.png,https://www.espncricinfo.com/db/PICTURES/CMS/305000/305053.png,#252F60,#019DD5
Natasha McLean,474201,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,1.028,0.206,1.028,0.206,0,0,9,5,1,1,1,4,3,0,0,0,0,0,0,NA,NA,1.8,Inf,5,NA,0.2,0.2,NA,0.2,0.75,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320603.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320603.png,https://www.espncricinfo.com/db/PICTURES/CMS/153800/153885.1.jpg,#252F60,#019DD5
Nyia Latchman,1293277,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-4.105,-0.684,0,0,-4.105,-0.684,0,0,0,0,0,0,0,0,0,8,6,1,1,8,Inf,NA,NA,6,0.167,NA,NA,0.167,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,NA,NA,NA,#252F60,#019DD5
Samara Ramnath,310961,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-0.38,-0.016,0,0,-0.38,-0.016,0,0,0,0,0,0,0,0,1,26,24,1,6,6.5,26,NA,NA,24,0.042,NA,NA,0.25,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,NA,NA,NA,#252F60,#019DD5
Shabnim Ismail,276997,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,4.071,0.163,0,0,4.071,0.163,0,0,0,0,0,0,0,0,2,25,25,4,13,6,12.5,NA,NA,25,0.16,NA,NA,0.52,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320648.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320648.png,https://www.espncricinfo.com/db/PICTURES/CMS/307300/307335.png,#252F60,#019DD5
Shakera Selman,355356,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-0.851,-0.122,0,0,-0.851,-0.122,0,0,0,0,0,0,0,0,0,8,7,1,2,6.857,Inf,NA,NA,7,0.143,NA,NA,0.286,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320604.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320604.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306699.png,#252F60,#019DD5
Shemaine Campbelle,424631,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-5.067,-0.175,-5.067,-0.175,0,0,25,29,1,11,0,28,21,1,0,0,0,0,0,NA,NA,0.862,25,29,NA,0.034,0,NA,0.379,0.75,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320608.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320608.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306631.png,#252F60,#019DD5
Sheneta Grimmond,909779,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-8.666,-0.321,-6.873,-0.458,-1.793,-0.149,9,15,0,8,0,16,9,1,0,14,12,1,5,7,Inf,0.6,9,27,0.083,0,0,0.417,0.533,0.562,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321675.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321675.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306630.png,#252F60,#019DD5
Shikha Pandey,442145,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,-2.421,-0.05,-2.041,-0.085,-0.38,-0.016,25,24,3,10,1,22,11,1,1,26,24,2,7,6.5,26,1.042,25,48,0.083,0.125,0.042,0.292,0.417,0.5,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320631.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320631.png,https://www.espncricinfo.com/db/PICTURES/CMS/304500/304564.png,#252F60,#019DD5
Zaida James,1268281,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443202,WCPL_TKR-W_GAW-W_2024-08-25,1.975,0.068,0.035,0.007,1.939,0.081,7,5,0,1,0,5,7,1,1,24,24,2,9,6,24,1.4,7,29,0.083,0,0,0.375,0.2,1.4,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,#252F60,#019DD5
Aaliyah Alleyne,661441,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-7.867,-0.281,-6.534,-0.311,-1.333,-0.19,18,21,2,9,0,19,10,1,0,7,7,1,3,6,Inf,0.857,18,28,0.143,0.095,0,0.429,0.429,0.526,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321671.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321671.png,https://www.espncricinfo.com/db/PICTURES/CMS/306100/306128.png,#252F60,#019DD5
Afy Fletcher,355351,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-1.542,-0.064,1.159,0.193,-2.701,-0.15,9,6,1,3,1,5,3,1,0,20,18,2,5,6.667,Inf,1.5,9,24,0.111,0.167,0.167,0.278,0.5,0.6,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320593.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320593.png,https://www.espncricinfo.com/db/PICTURES/CMS/306100/306129.png,#252F60,#019DD5
Amanda-Jade Wellington,381305,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,10.25,0.353,-1.004,-0.201,11.254,0.469,9,5,2,2,0,3,1,1,1,14,24,0,11,3.5,14,1.8,9,29,0,0.4,0,0.458,0.4,0.333,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/326400/326476.png,https://www.espncricinfo.com/db/PICTURES/CMS/326400/326476.png,https://www.espncricinfo.com/db/PICTURES/CMS/324900/324996.4.jpg,#252F60,#019DD5
Ashmini Munisar,1352168,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-15.411,-0.514,-15.411,-0.514,0,0,14,30,0,18,0,30,14,1,0,0,0,0,0,NA,NA,0.467,14,30,NA,0,0,NA,0.6,0.467,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,NA,NA,NA,#252F60,#019DD5
Chamari Athapaththu,318853,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-4.599,-0.09,-15.284,-0.566,10.686,0.445,15,27,2,19,0,25,7,1,1,13,24,1,15,3.25,13,0.556,15,51,0.042,0.074,0,0.625,0.704,0.28,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320555.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320555.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302875.jpg,#252F60,#019DD5
Chloe Tryon,453370,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,7.442,0.233,-4.763,-0.595,12.206,0.509,5,8,0,3,0,8,5,1,2,17,24,2,15,4.25,8.5,0.625,5,32,0.083,0,0,0.625,0.375,0.625,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320638.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320638.png,https://www.espncricinfo.com/db/PICTURES/CMS/307200/307247.png,#252F60,#019DD5
Djenaba Joseph,1349230,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,4.357,0.622,4.357,0.622,0,0,10,7,1,1,0,6,6,0,0,0,0,0,0,NA,NA,1.429,Inf,7,NA,0.143,0,NA,0.143,1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353927.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353927.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353927.4.jpg,#252F60,#019DD5
Erin Burns,275447,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-2.945,-0.064,-5.455,-0.248,2.51,0.105,18,22,1,9,0,21,14,1,3,31,24,5,10,7.75,10.333,0.818,18,46,0.208,0.045,0,0.417,0.409,0.667,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326534.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326534.png,https://www.espncricinfo.com/db/PICTURES/CMS/305800/305807.jpg,#252F60,#019DD5
Hayley Matthews,474308,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,5.877,0.147,-14.306,-1.1,20.182,0.747,2,13,0,11,0,13,2,1,4,14,27,0,16,3.111,3.5,0.154,2,40,0,0,0,0.593,0.846,0.154,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320598.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320598.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306637.jpg,#252F60,#019DD5
Karishma Ramharack,769517,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-2.42,-0.081,-1.47,-0.245,-0.951,-0.04,7,6,1,2,0,5,3,1,0,24,24,2,8,6,Inf,1.167,7,30,0.083,0.167,0,0.333,0.333,0.6,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321683.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321683.png,https://www.espncricinfo.com/db/PICTURES/CMS/334800/334887.4.jpg,#252F60,#019DD5
Laura Harris,951163,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,4.574,0.572,4.574,0.572,0,0,14,8,2,2,1,6,4,1,0,0,0,0,0,NA,NA,1.75,14,8,NA,0.25,0.125,NA,0.25,0.667,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326544.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326544.png,https://www.espncricinfo.com/db/PICTURES/CMS/324700/324790.4.jpg,#252F60,#019DD5
Lauren Winfield-Hill,517572,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-7.187,-0.359,-7.187,-0.359,0,0,12,20,1,12,0,23,8,1,0,0,0,0,0,NA,NA,0.6,12,20,NA,0.05,0,NA,0.6,0.348,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323182.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323182.png,https://www.espncricinfo.com/db/PICTURES/CMS/305000/305053.png,#252F60,#019DD5
