player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,comp_colour_main,comp_colour_secondary,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Alyssa Healy,275486,Australia Women,2018,ICC Women's World T20,67.911,0.438,67.911,0.438,0,0,225,155,36,55,3,123,75,4,NA,NA,0,NA,NA,NA,NA,1.452,56.25,155,NA,0.232,0.019,NA,0.355,0.61,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320125.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320125.png,https://www.espncricinfo.com/db/PICTURES/CMS/150200/150224.1.jpg
Alyssa Healy,275486,Australia Women,2012,ICC Women's World Twenty20,5.716,0.071,5.716,0.071,0,0,92,80,12,35,1,71,42,5,NA,NA,0,NA,NA,NA,NA,1.15,18.4,80,NA,0.15,0.013,NA,0.438,0.592,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320125.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320125.png,https://www.espncricinfo.com/db/PICTURES/CMS/150200/150224.1.jpg
Alyssa Healy,275486,Australia Women,2013,Women's World T20,-2.246,-0.023,-2.246,-0.023,0,0,100,97,11,41,0,91,56,4,NA,NA,0,NA,NA,NA,NA,1.031,25,97,NA,0.113,0,NA,0.423,0.615,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320125.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320125.png,https://www.espncricinfo.com/db/PICTURES/CMS/150200/150224.1.jpg
Alyssa Healy,275486,Australia Women,2015,Women's World T20,-5.687,-0.107,-5.687,-0.107,0,0,54,53,9,28,0,46,18,6,NA,NA,0,NA,NA,NA,NA,1.019,9,53,NA,0.17,0,NA,0.528,0.391,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320125.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320125.png,https://www.espncricinfo.com/db/PICTURES/CMS/150200/150224.1.jpg
Ama Kanchana,340004,Sri Lanka Women,2019,ICC Women's T20 World Cup,-7.792,-2.597,-7.792,-2.597,0,0,0,3,0,3,0,3,0,2,NA,NA,0,NA,NA,NA,NA,0,0,3,NA,0,0,NA,1,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/c/c6/2024_ICC_Women%27s_T20_World_Cup_logo.svg,#10044A,#FF002B,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302890.jpg
Ama Kanchana,340004,Sri Lanka Women,2022,ICC Women's T20 World Cup,-6.274,-0.165,-4.957,-0.413,-1.317,-0.051,8,12,0,4,0,12,8,1,0,28,26,2,7,6.462,Inf,0.667,8,38,0.077,0,0,0.269,0.333,0.667,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/c/c6/2024_ICC_Women%27s_T20_World_Cup_logo.svg,#10044A,#FF002B,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302890.jpg
Ama Kanchana,340004,Sri Lanka Women,2024,ICC Women's T20 World Cup,-53.239,-0.968,-3.178,-0.103,-50.061,-2.086,29,31,2,10,0,29,21,1,1,31,24,3,6,7.75,31,0.935,29,55,0.125,0.065,0,0.25,0.323,0.724,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/c/c6/2024_ICC_Women%27s_T20_World_Cup_logo.svg,#10044A,#FF002B,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302890.jpg
Ama Kanchana,340004,Sri Lanka Women,2018,ICC Women's World T20,-3.449,-3.449,-3.449,-3.449,0,0,0,1,0,1,0,1,0,1,NA,NA,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302890.jpg
Ama Kanchana,340004,Sri Lanka Women,2015,Women's World T20,-14.18,-0.525,-8.019,-1.002,-6.161,-0.324,5,8,0,3,0,8,5,2,0,25,19,4,7,7.895,Inf,0.625,2.5,27,0.211,0,0,0.368,0.375,0.625,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322122.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302890.jpg
Amelia Kerr,803971,New Zealand Women,2019,ICC Women's T20 World Cup,37.758,0.297,2.353,0.078,35.405,0.365,41,30,6,9,0,24,17,2,6,74,97,8,51,4.577,12.333,1.367,20.5,127,0.082,0.2,0,0.526,0.3,0.708,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/c/c6/2024_ICC_Women%27s_T20_World_Cup_logo.svg,#10044A,#FF002B,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320534.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320534.png,https://www.espncricinfo.com/db/PICTURES/CMS/305700/305720.png
