player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,comp_colour_main,comp_colour_secondary,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Mikayla Hinkley,944419,Perth Scorchers Women,2024,T20 Spring Challenge,-9.35,-0.167,-9.35,-0.167,0,0,61,56,7,19,0,51,33,3,NA,NA,0,NA,NA,NA,NA,1.089,20.333,56,NA,0.125,0,NA,0.339,0.647,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364914.png,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364914.png,https://www.espncricinfo.com/db/PICTURES/CMS/346900/346951.4.jpg
Mikayla Wrigley,1452796,Brisbane Heat Women,2024,T20 Spring Challenge,-3.132,-0.043,-3.132,-0.043,0,0,78,73,7,25,0,75,50,3,NA,NA,0,NA,NA,NA,NA,1.068,26,73,NA,0.096,0,NA,0.342,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milly Illingworth,1351911,Melbourne Renegades Women,2024,T20 Spring Challenge,-19.994,-0.476,-4.19,-1.397,-15.805,-0.405,1,3,0,2,0,3,1,1,0,53,39,9,17,8.154,Inf,0.333,1,42,0.231,0,0,0.436,0.667,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molly Strano,382231,Hobart Hurricanes Women,2024,T20 Spring Challenge,9.718,0.064,-1.192,-0.031,10.91,0.095,35,38,3,14,0,36,23,NA,8,128,115,16,46,6.678,16,0.921,NA,153,0.139,0.079,0,0.4,0.368,0.639,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/305800/305809.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/305800/305809.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/305800/305809.jpg
Morgan Pires,1454683,Perth Scorchers Women,2024,T20 Spring Challenge,-9.682,-0.461,-4.187,-0.299,-5.495,-0.785,11,14,1,8,1,14,5,1,0,13,7,2,1,11.143,Inf,0.786,11,21,0.286,0.071,0.071,0.143,0.571,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naomi Stalenberg,592588,Melbourne Renegades Women,2024,T20 Spring Challenge,3.2,0.076,3.2,0.076,0,0,56,42,8,14,0,37,24,4,NA,NA,0,NA,NA,NA,NA,1.333,14,42,NA,0.19,0,NA,0.333,0.649,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364934.png,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364934.png,https://www.espncricinfo.com/db/PICTURES/CMS/346900/346960.4.jpg
Nicola Carey,381217,Hobart Hurricanes Women,2024,T20 Spring Challenge,-8.412,-0.053,-6.995,-0.143,-1.417,-0.013,45,49,4,17,0,51,29,4,6,125,111,12,44,6.757,20.833,0.918,11.25,160,0.108,0.082,0,0.396,0.347,0.569,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321693.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321693.png,https://www.espncricinfo.com/db/PICTURES/CMS/150600/150647.1.jpg
Nicola Hancock,767597,Brisbane Heat Women,2024,T20 Spring Challenge,-6.076,-0.042,-7.147,-0.275,1.07,0.009,24,26,2,10,1,25,14,3,9,141,117,19,49,7.231,15.667,0.923,8,143,0.162,0.077,0.038,0.419,0.385,0.56,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364928.png,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364928.png,https://www.espncricinfo.com/db/PICTURES/CMS/346900/346953.4.jpg
Nicole Faltum,1074185,Melbourne Renegades Women,2024,T20 Spring Challenge,27.175,0.358,27.175,0.358,0,0,107,76,13,21,1,66,53,2,NA,NA,0,NA,NA,NA,NA,1.408,53.5,76,NA,0.171,0.013,NA,0.276,0.803,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364905.png,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364905.png,https://www.espncricinfo.com/db/PICTURES/CMS/345900/345933.4.jpg
Olivia Henry,1339696,Melbourne Stars Women,2024,T20 Spring Challenge,-31.466,-0.642,-31.466,-0.642,0,0,24,49,3,35,0,50,12,4,NA,NA,0,NA,NA,NA,NA,0.49,6,49,NA,0.061,0,NA,0.714,0.24,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Paris Bowdler,1342365,Australian Capital Territory Women,2024,T20 Spring Challenge,-2.663,-0.074,-2.663,-0.074,0,0,36,36,6,19,0,36,12,4,NA,NA,0,NA,NA,NA,NA,1,9,36,NA,0.167,0,NA,0.528,0.333,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/352400/352470.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/352400/352470.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/352400/352470.4.jpg
Paris Hall,1350182,Adelaide Strikers Women,2024,T20 Spring Challenge,0.069,0.002,0.069,0.002,0,0,32,29,3,8,0,27,20,1,NA,NA,0,NA,NA,NA,NA,1.103,32,29,NA,0.103,0,NA,0.276,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppy Gardner,1282064,Melbourne Renegades Women,2024,T20 Spring Challenge,-0.28,-0.011,0,0,-0.28,-0.011,NA,0,NA,NA,NA,NA,NA,NA,2,29,25,5,11,6.96,14.5,NA,NA,25,0.2,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rebecca McGrath,1453827,Perth Scorchers Women,2024,T20 Spring Challenge,-4.693,-0.117,-4.693,-0.117,0,0,40,40,5,18,0,35,20,2,NA,NA,0,NA,NA,NA,NA,1,20,40,NA,0.125,0,NA,0.45,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhys McKenna,1282067,Melbourne Stars Women,2024,T20 Spring Challenge,-4.15,-0.06,6.175,0.162,-10.325,-0.333,51,38,9,18,2,32,11,3,1,40,31,6,11,7.742,40,1.342,17,69,0.194,0.237,0.053,0.355,0.474,0.344,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353939.png,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353939.png,https://www.espncricinfo.com/db/PICTURES/CMS/345900/345927.4.jpg
Ruby Strange,1454732,Brisbane Heat Women,2024,T20 Spring Challenge,-10.103,-0.11,-0.276,-0.02,-9.827,-0.126,15,14,1,5,1,14,9,NA,5,93,78,10,28,7.154,18.6,1.071,NA,92,0.128,0.071,0.071,0.359,0.357,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruth Johnston,1282061,Hobart Hurricanes Women,2024,T20 Spring Challenge,14.104,0.111,10.016,0.152,4.088,0.067,81,66,13,28,0,60,29,3,4,71,61,8,20,6.984,17.75,1.227,27,127,0.131,0.197,0,0.328,0.424,0.483,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364933.png,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364933.png,https://www.espncricinfo.com/db/PICTURES/CMS/346900/346959.4.jpg
Samantha Bates,537440,Sydney Thunder Women,2024,T20 Spring Challenge,15.832,0.24,0,0,15.832,0.24,NA,0,NA,NA,NA,NA,NA,NA,7,67,66,7,29,6.091,9.571,NA,NA,66,0.106,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Samara Dulvin,1427045,Melbourne Renegades Women,2024,T20 Spring Challenge,-2.263,-0.323,-2.263,-0.323,0,0,10,7,1,2,1,6,4,1,NA,NA,0,NA,NA,NA,NA,1.429,10,7,NA,0.143,0.143,NA,0.286,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy-Jo Johnson,542229,Sydney Thunder Women,2024,T20 Spring Challenge,-20.602,-0.389,-9.809,-0.755,-10.793,-0.27,8,13,1,8,0,12,4,NA,2,54,40,7,13,8.1,27,0.615,NA,53,0.175,0.077,0,0.325,0.615,0.333,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/326400/326479.png,https://www.espncricinfo.com/db/PICTURES/CMS/326400/326479.png,https://www.espncricinfo.com/db/PICTURES/CMS/324900/324998.4.jpg
Sara Kennedy,1351915,Melbourne Renegades Women,2024,T20 Spring Challenge,-13.691,-0.326,-1.768,-0.177,-11.923,-0.373,8,10,0,2,0,10,8,NA,2,49,32,8,11,9.188,24.5,0.8,NA,42,0.25,0,0,0.344,0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarah Coyte,374934,Melbourne Renegades Women,2024,T20 Spring Challenge,3.494,0.039,2.978,0.088,0.517,0.009,43,34,5,10,0,29,23,2,6,68,56,9,23,7.286,11.333,1.265,21.5,90,0.161,0.147,0,0.411,0.294,0.793,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321669.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321669.png,https://www.espncricinfo.com/db/PICTURES/CMS/150200/150217.1.jpg
Sasha Moloney,586869,Melbourne Stars Women,2024,T20 Spring Challenge,-12.234,-0.175,-4.142,-0.197,-8.091,-0.165,20,21,2,8,0,19,12,2,1,59,49,7,15,7.224,59,0.952,10,70,0.143,0.095,0,0.306,0.381,0.632,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Shay Manolini,1400324,Perth Scorchers Women,2024,T20 Spring Challenge,-3.686,-0.078,0.222,0.055,-3.907,-0.091,4,4,0,1,0,4,4,NA,1,50,43,4,11,6.977,50,1,NA,47,0.093,0,0,0.256,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shivani Mehta,1354669,Australian Capital Territory Women,2024,T20 Spring Challenge,-10.561,-0.168,-10.561,-0.168,0,0,60,63,5,24,0,59,40,2,NA,NA,0,NA,NA,NA,NA,0.952,30,63,NA,0.079,0,NA,0.381,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sianna Ginger,1351910,Brisbane Heat Women,2024,T20 Spring Challenge,0.991,0.005,4.569,0.049,-3.577,-0.033,106,94,14,39,0,84,50,4,7,126,110,16,46,6.873,18,1.128,26.5,204,0.145,0.149,0,0.418,0.415,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sienna Eve,1427046,Sydney Thunder Women,2024,T20 Spring Challenge,10.643,0.333,0,0,10.643,0.333,NA,0,NA,NA,NA,NA,NA,NA,1,24,32,1,14,4.5,24,NA,NA,32,0.031,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sophie Day,1184973,Melbourne Stars Women,2024,T20 Spring Challenge,13.025,0.159,-3.228,-0.807,16.253,0.208,3,4,0,1,0,5,3,1,5,76,78,7,30,5.846,15.2,0.75,3,82,0.09,0,0,0.385,0.25,0.6,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353941.png,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353941.png,https://www.espncricinfo.com/db/PICTURES/CMS/345900/345934.4.jpg
Sophie Reid,1303225,Melbourne Stars Women,2024,T20 Spring Challenge,11.304,0.151,11.304,0.151,0,0,93,75,12,26,2,66,41,3,NA,NA,0,NA,NA,NA,NA,1.24,31,75,NA,0.16,0.027,NA,0.347,0.621,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364904.png,https://www.espncricinfo.com/db/PICTURES/CMS/364900/364904.png,https://www.espncricinfo.com/db/PICTURES/CMS/345900/345932.4.jpg
Stella Campbell,1142970,Perth Scorchers Women,2024,T20 Spring Challenge,-37.341,-0.434,-13.994,-1,-23.347,-0.324,6,14,0,8,0,14,6,3,0,92,72,12,21,7.667,Inf,0.429,2,86,0.167,0,0,0.292,0.571,0.429,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Tabatha Saville,1071713,Hobart Hurricanes Women,2024,T20 Spring Challenge,-0.072,-0.002,-0.072,-0.002,0,0,29,31,4,13,0,29,13,3,NA,NA,0,NA,NA,NA,NA,0.935,9.667,31,NA,0.129,0,NA,0.419,0.448,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Tahlia Wilson,1142969,Sydney Thunder Women,2024,T20 Spring Challenge,20.176,0.146,20.176,0.146,0,0,163,138,21,48,1,119,77,3,NA,NA,0,NA,NA,NA,NA,1.181,54.333,138,NA,0.152,0.007,NA,0.348,0.647,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Taneale Peschel,679171,Sydney Thunder Women,2024,T20 Spring Challenge,-9.36,-0.136,0,0,-9.36,-0.136,NA,0,NA,NA,NA,NA,NA,NA,2,85,69,12,30,7.391,42.5,NA,NA,69,0.174,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Tess Flintoff,1201479,Melbourne Stars Women,2024,T20 Spring Challenge,22.025,0.166,6.36,0.098,15.665,0.23,75,65,8,18,0,60,43,2,5,67,68,8,33,5.912,13.4,1.154,37.5,133,0.118,0.123,0,0.485,0.277,0.717,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Tia Davidge,1454739,Melbourne Renegades Women,2024,T20 Spring Challenge,-8.582,-0.613,-8.582,-0.613,0,0,7,14,0,7,0,15,7,1,NA,NA,0,NA,NA,NA,NA,0.5,7,14,NA,0,0,NA,0.5,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoe Britcliffe,1249780,Perth Scorchers Women,2024,T20 Spring Challenge,-34.18,-0.422,-8.313,-1.039,-25.867,-0.354,7,8,1,5,0,8,3,3,1,98,73,9,16,8.055,98,0.875,2.333,81,0.123,0.125,0,0.219,0.625,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoe Cooke,499091,Australian Capital Territory Women,2024,T20 Spring Challenge,-5.654,-0.055,-6.722,-0.249,1.068,0.014,27,27,3,11,0,25,15,1,3,78,76,13,40,6.158,26,1,27,103,0.171,0.111,0,0.526,0.407,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoe Samuel,1454793,Melbourne Stars Women,2024,T20 Spring Challenge,12.273,0.332,-4.245,-2.123,16.519,0.472,0,2,0,2,0,2,0,1,1,24,35,1,17,4.114,24,0,0,37,0.029,0,0,0.486,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
