player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,comp_colour_main,comp_colour_secondary,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Joe Weatherley,748793,Southern Brave (Men),2023,The Hundred Men's Competition,-2.684,-0.383,-2.684,-0.383,0,0,8,7,1,2,0,7,4,1,NA,NA,0,NA,NA,NA,NA,1.143,8,7,NA,0.143,0,NA,0.286,0.571,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/296100/296194.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/296100/296194.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/296100/296194.1.jpg
Jofra Archer,669855,Southern Brave (Men),2024,The Hundred Men's Competition,10.585,0.252,-1.371,-0.685,11.956,0.299,3,2,0,0,0,2,3,1,2,44,40,5,14,1.1,22,1.5,3,42,0.125,0,0,0.35,0,1.5,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322900/322929.png,https://www.espncricinfo.com/db/PICTURES/CMS/322900/322929.png,https://www.espncricinfo.com/db/PICTURES/CMS/305000/305033.jpg
John Simpson,21440,Northern Superchargers (Men),2021,The Hundred Men's Competition,25.119,0.282,25.119,0.282,0,0,152,89,23,26,4,72,52,4,NA,NA,0,NA,NA,NA,NA,1.708,38,89,NA,0.258,0.045,NA,0.292,0.722,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325910.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325910.png,https://www.espncricinfo.com/db/PICTURES/CMS/145400/145489.1.jpg
John Simpson,21440,Northern Superchargers (Men),2022,The Hundred Men's Competition,-21.919,-0.592,-21.919,-0.592,0,0,31,37,2,14,0,35,23,4,NA,NA,0,NA,NA,NA,NA,0.838,7.75,37,NA,0.054,0,NA,0.378,0.657,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325910.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325910.png,https://www.espncricinfo.com/db/PICTURES/CMS/145400/145489.1.jpg
John Turner,1261866,Trent Rockets (Men),2023,The Hundred Men's Competition,8.195,0.39,0,0,8.195,0.39,NA,0,NA,NA,NA,NA,NA,NA,3,23,21,2,9,1.095,7.667,NA,NA,21,0.095,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Jonny Bairstow,297433,Welsh Fire (Men),2021,The Hundred Men's Competition,28.103,0.375,28.103,0.375,0,0,128,75,18,20,8,59,40,2,NA,NA,0,NA,NA,NA,NA,1.707,64,75,NA,0.24,0.107,NA,0.267,0.678,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319794.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319794.png,https://www.espncricinfo.com/db/PICTURES/CMS/304900/304906.jpg
Jonny Bairstow,297433,Welsh Fire (Men),2023,The Hundred Men's Competition,-28.898,-0.325,-28.898,-0.325,0,0,87,89,7,41,3,84,53,4,NA,NA,0,NA,NA,NA,NA,0.978,21.75,89,NA,0.079,0.034,NA,0.461,0.631,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319794.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319794.png,https://www.espncricinfo.com/db/PICTURES/CMS/304900/304906.jpg
Jonny Bairstow,297433,Welsh Fire (Men),2024,The Hundred Men's Competition,-4.516,-0.156,-4.516,-0.156,0,0,35,29,5,11,1,24,13,3,NA,NA,0,NA,NA,NA,NA,1.207,11.667,29,NA,0.172,0.034,NA,0.379,0.542,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319794.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319794.png,https://www.espncricinfo.com/db/PICTURES/CMS/304900/304906.jpg
Jordan Clark,301648,Northern Superchargers (Men),2024,The Hundred Men's Competition,-26.685,-0.494,-2.715,-2.715,-23.97,-0.452,0,1,0,1,0,1,0,1,3,95,53,10,10,1.792,31.667,0,0,54,0.189,0,0,0.189,1,0,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325911.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325911.png,https://www.espncricinfo.com/db/PICTURES/CMS/296200/296214.1.jpg
Jordan Clark,301648,Oval Invincibles (Men),2021,The Hundred Men's Competition,-2.765,-0.461,-3.13,-3.13,0.365,0.073,0,1,0,1,0,1,0,1,0,6,5,1,2,1.2,Inf,0,0,6,0.2,0,0,0.4,1,0,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325911.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325911.png,https://www.espncricinfo.com/db/PICTURES/CMS/296200/296214.1.jpg
