player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Abdul Razzaq,39836,Pakistan,2010,ICC Men's T20 World Cup,-21.606,-0.176,-13.152,-0.212,-8.454,-0.139,69,62,6,25,5,64,35,4,2,83,61,12,23,8.164,41.5,1.113,17.25,123,0.197,0.097,0.081,0.377,0.403,0.547,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320445.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320445.png,https://www.espncricinfo.com/db/PICTURES/CMS/203000/203079.1.jpg
Abdul Razzaq,39836,Pakistan,2012,ICC Men's T20 World Cup,-1.044,-0.061,-1.044,-0.061,0,0,22,17,3,9,1,15,8,1,NA,NA,0,NA,NA,NA,NA,1.294,22,17,NA,0.176,0.059,NA,0.529,0.533,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320445.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320445.png,https://www.espncricinfo.com/db/PICTURES/CMS/203000/203079.1.jpg
Abdur Razzak,56283,Bangladesh,2007,ICC Men's T20 World Cup,5.456,0.04,-15.894,-0.837,21.35,0.181,7,19,0,12,0,19,7,2,8,124,118,11,46,6.305,15.5,0.368,3.5,137,0.093,0,0,0.39,0.632,0.368,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/202800/202853.1.jpg
Abdur Razzak,56283,Bangladesh,2009,ICC Men's T20 World Cup,4.939,0.274,0,0,4.939,0.274,NA,0,NA,NA,NA,NA,NA,NA,1,18,18,1,7,6,18,NA,NA,18,0.056,NA,NA,0.389,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/202800/202853.1.jpg
Abdur Razzak,56283,Bangladesh,2010,ICC Men's T20 World Cup,-12.862,-0.226,-5.248,-0.656,-7.614,-0.155,3,8,0,6,0,8,3,NA,1,70,49,8,15,8.571,70,0.375,NA,57,0.163,0,0,0.306,0.75,0.375,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/202800/202853.1.jpg
Abdur Razzak,56283,Bangladesh,2012,ICC Men's T20 World Cup,6.678,0.131,-1.098,-0.549,7.777,0.159,0,2,0,1,0,2,0,NA,2,58,49,6,15,7.102,29,0,NA,51,0.122,0,0,0.306,0.5,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/202800/202853.1.jpg
Abdur Razzak,56283,Bangladesh,2013,ICC Men's T20 World Cup,34.92,0.356,-4.106,-4.106,39.026,0.402,0,1,0,1,0,1,0,1,6,102,97,10,40,6.309,17,0,0,98,0.103,0,0,0.412,1,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/319600/319683.png,https://www.espncricinfo.com/db/PICTURES/CMS/202800/202853.1.jpg
Abdur Rehman,39091,Pakistan,2010,ICC Men's T20 World Cup,12.057,0.161,-3.027,-0.757,15.084,0.212,4,4,0,1,0,4,4,1,6,87,71,8,25,7.352,14.5,1,4,75,0.113,0,0,0.352,0.25,1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322187.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322187.png,https://www.espncricinfo.com/db/PICTURES/CMS/203000/203095.1.jpg
Abinash Bohara,1058508,Nepal,2024,ICC Men's T20 World Cup,-9.871,-0.197,-7.743,-3.871,-2.128,-0.044,0,2,0,2,0,2,0,2,1,61,48,7,13,7.625,61,0,0,50,0.146,0,0,0.271,1,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/321400/321434.png,https://www.espncricinfo.com/db/PICTURES/CMS/321400/321434.png,https://www.espncricinfo.com/db/PICTURES/CMS/330300/330376.1.jpg
Abu Hider,550137,Bangladesh,2015,ICC Men's T20 World Cup,-0.138,-0.011,0,0,-0.138,-0.011,NA,0,NA,NA,NA,NA,NA,NA,0,15,13,2,4,6.923,Inf,NA,NA,13,0.154,NA,NA,0.308,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323160.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323160.png,https://www.espncricinfo.com/db/PICTURES/CMS/303200/303229.jpg
