player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Ben Lister,1125536,Auckland Hearts,2022,Super Smash,-9.189,-0.075,-0.969,-0.121,-8.22,-0.072,8,8,1,3,0,7,4,NA,10,138,114,15,38,7.263,13.8,1,NA,122,0.132,0.125,0,0.333,0.375,0.571,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Ben Lister,1125536,Auckland Hearts,2023,Super Smash,97.144,0.501,4.639,0.464,92.505,0.503,16,10,1,1,0,9,12,NA,16,195,184,25,85,6.359,12.188,1.6,NA,194,0.136,0.1,0,0.462,0.1,1.333,NA,NA,NA,NA,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Ben Lockrose,1129638,Otago Sparks,2017,Super Smash,-6.212,-0.152,0,0,-6.212,-0.152,NA,0,NA,NA,NA,NA,NA,NA,1,55,41,3,9,8.049,55,NA,NA,41,0.073,NA,NA,0.22,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg
Ben Lockrose,1129638,Otago Sparks,2022,Super Smash,93.498,0.312,35.598,0.603,57.9,0.24,113,59,17,15,6,46,33,2,9,292,241,30,80,7.27,32.444,1.915,56.5,300,0.124,0.288,0.102,0.332,0.254,0.717,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg
Ben Lockrose,1129638,Otago Sparks,2023,Super Smash,-15.857,-0.105,-9.673,-0.334,-6.185,-0.051,35,29,5,12,2,27,11,5,3,169,122,18,32,8.311,56.333,1.207,7,151,0.148,0.172,0.069,0.262,0.414,0.407,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/271700/271789.jpg
Ben Raine,459761,Otago Sparks,2018,Super Smash,-24.137,-0.274,9.322,0.245,-33.459,-0.669,60,38,7,9,3,33,26,2,2,91,50,15,13,10.92,45.5,1.579,30,88,0.3,0.184,0.079,0.26,0.237,0.788,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325904.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325904.png,https://www.espncricinfo.com/db/PICTURES/CMS/371700/371795.1.jpg
Ben Sears,959769,Wellington Blaze,2018,Super Smash,14.34,0.138,1.943,0.194,12.397,0.132,14,10,0,2,0,10,14,1,6,114,94,20,50,7.277,19,1.4,14,104,0.213,0,0,0.532,0.2,1.4,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/329800/329886.png,https://www.espncricinfo.com/db/PICTURES/CMS/329800/329886.png,https://www.espncricinfo.com/db/PICTURES/CMS/327800/327807.4.jpg
Ben Sears,959769,Wellington Blaze,2020,Super Smash,39.696,0.286,0,0,39.696,0.286,NA,0,NA,NA,NA,NA,NA,NA,9,153,139,19,57,6.604,17,NA,NA,139,0.137,NA,NA,0.41,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/329800/329886.png,https://www.espncricinfo.com/db/PICTURES/CMS/329800/329886.png,https://www.espncricinfo.com/db/PICTURES/CMS/327800/327807.4.jpg
Ben Sears,959769,Wellington Blaze,2021,Super Smash,-1.071,-0.005,-3.318,-0.302,2.247,0.012,13,11,1,3,0,10,9,1,13,266,191,33,71,8.356,20.462,1.182,13,202,0.173,0.091,0,0.372,0.273,0.9,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/329800/329886.png,https://www.espncricinfo.com/db/PICTURES/CMS/329800/329886.png,https://www.espncricinfo.com/db/PICTURES/CMS/327800/327807.4.jpg
Ben Sears,959769,Wellington Blaze,2023,Super Smash,-6.514,-0.065,-4.468,-0.638,-2.046,-0.022,5,7,0,2,0,7,5,1,6,119,93,15,30,7.677,19.833,0.714,5,100,0.161,0,0,0.323,0.286,0.714,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/329800/329886.png,https://www.espncricinfo.com/db/PICTURES/CMS/329800/329886.png,https://www.espncricinfo.com/db/PICTURES/CMS/327800/327807.4.jpg
