player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,comp_colour_main,comp_colour_secondary,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Rusty Theron,223642,Texas Super Kings,2023,Major League Cricket,27.72,0.243,-0.536,-0.268,28.256,0.252,2,2,0,0,0,2,2,1,6,130,112,18,51,6.964,21.667,1,2,114,0.161,0,0,0.455,0,1,TSK,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361794.png,#e6f609,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322092.png,https://www.espncricinfo.com/db/PICTURES/CMS/322000/322092.png,https://www.espncricinfo.com/db/PICTURES/CMS/136700/136789.1.jpg
Ryan Rickelton,605661,Seattle Orcas,2024,Major League Cricket,68.989,0.454,68.989,0.454,0,0,225,152,31,50,12,125,77,5,NA,NA,0,NA,NA,NA,NA,1.48,45,152,NA,0.204,0.079,NA,0.329,0.616,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#99da0b,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/366300/366321.png,https://www.espncricinfo.com/db/PICTURES/CMS/366300/366321.png,https://www.espncricinfo.com/db/PICTURES/CMS/345900/345935.4.jpg
Saif Badar,922967,Los Angeles Knight Riders,2023,Major League Cricket,-2.994,-0.333,-2.994,-0.333,0,0,10,9,2,5,0,7,2,1,NA,NA,0,NA,NA,NA,NA,1.111,10,9,NA,0.222,0,NA,0.556,0.286,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/313600/313619.png,https://www.espncricinfo.com/db/PICTURES/CMS/313600/313619.png,https://www.espncricinfo.com/db/PICTURES/CMS/313600/313619.png
Saif Badar,922967,Los Angeles Knight Riders,2024,Major League Cricket,-5.619,-0.1,-5.619,-0.1,0,0,64,56,5,21,4,54,36,2,NA,NA,0,NA,NA,NA,NA,1.143,32,56,NA,0.089,0.071,NA,0.375,0.667,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/313600/313619.png,https://www.espncricinfo.com/db/PICTURES/CMS/313600/313619.png,https://www.espncricinfo.com/db/PICTURES/CMS/313600/313619.png
Sanjay Krishnamurthi,1277627,San Francisco Unicorns,2024,Major League Cricket,12.511,0.133,12.511,0.133,0,0,137,94,17,29,8,78,53,4,NA,NA,0,NA,NA,NA,NA,1.457,34.25,94,NA,0.181,0.085,NA,0.309,0.679,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#f5680a,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Sarabjit Ladda,317292,MI New York,2023,Major League Cricket,-20.99,-1,0,0,-20.99,-1,NA,0,NA,NA,NA,NA,NA,NA,1,44,21,6,6,12.571,44,NA,NA,21,0.286,NA,NA,0.286,NA,NA,MI NY,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361791.png,#005ea0,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/99200/99201.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/99200/99201.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/99200/99201.1.jpg
Saurabh Netravalkar,398513,Washington Freedom,2023,Major League Cricket,11.632,0.087,-0.121,-0.121,11.753,0.089,1,1,0,0,0,1,1,NA,10,160,132,20,55,7.273,16,1,NA,133,0.152,0,0,0.417,0,1,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#df1616,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/340300/340322.png,https://www.espncricinfo.com/db/PICTURES/CMS/340300/340322.png,https://www.espncricinfo.com/db/PICTURES/CMS/340300/340327.4.jpg
Saurabh Netravalkar,398513,Washington Freedom,2024,Major League Cricket,26.31,0.306,0,0,26.31,0.306,NA,0,NA,NA,NA,NA,NA,NA,10,113,86,18,43,7.884,11.3,NA,NA,86,0.209,NA,NA,0.5,NA,NA,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#df1616,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/340300/340322.png,https://www.espncricinfo.com/db/PICTURES/CMS/340300/340322.png,https://www.espncricinfo.com/db/PICTURES/CMS/340300/340327.4.jpg
Shadab Khan,922943,San Francisco Unicorns,2023,Major League Cricket,-12.984,-0.068,13.196,0.148,-26.179,-0.257,127,89,14,22,8,79,55,5,5,160,102,19,26,9.412,32,1.427,25.4,191,0.186,0.157,0.09,0.255,0.247,0.696,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#f5680a,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320467.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320467.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302825.jpg
Shadley van Schalkwyk,334621,Los Angeles Knight Riders,2023,Major League Cricket,6.145,0.267,2.505,0.501,3.64,0.202,12,5,2,2,1,4,2,1,1,22,18,2,4,7.333,22,2.4,12,23,0.111,0.4,0.2,0.222,0.4,0.5,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
