player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Dane van Niekerk,364413,South Africa Women,2019,ICC Women's T20 World Cup,-10.498,-0.065,-26.368,-0.318,15.87,0.203,63,83,5,41,3,78,37,4,5,72,78,5,33,5.538,14.4,0.759,15.75,161,0.064,0.06,0.036,0.423,0.494,0.474,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320640.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320640.png,https://www.espncricinfo.com/db/PICTURES/CMS/307200/307251.png
Danni Wyatt,254168,England Women,2019,ICC Women's T20 World Cup,-1.931,-0.035,0.956,0.02,-2.886,-0.481,47,49,5,15,0,44,27,4,0,9,6,1,2,9,Inf,0.959,11.75,55,0.167,0.102,0,0.333,0.306,0.614,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320300/320399.png,https://www.espncricinfo.com/db/PICTURES/CMS/320300/320399.png,https://www.espncricinfo.com/db/PICTURES/CMS/305100/305146.png
Deandra Dottin,355349,West Indies Women,2019,ICC Women's T20 World Cup,-14.407,-0.626,-14.407,-0.626,0,0,12,23,1,14,0,22,8,3,NA,NA,0,NA,NA,NA,NA,0.522,4,23,NA,0.043,0,NA,0.609,0.364,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320597.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320597.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306622.png
Deepti Sharma,597811,India Women,2019,ICC Women's T20 World Cup,-20.628,-0.084,-16.995,-0.134,-3.633,-0.03,116,127,7,34,0,120,88,3,5,132,120,15,46,6.6,26.4,0.913,38.667,247,0.125,0.055,0,0.383,0.268,0.733,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320618.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320618.png,https://www.espncricinfo.com/db/PICTURES/CMS/304400/304461.png
Delissa Kimmince,263473,Australia Women,2019,ICC Women's T20 World Cup,-5.432,-0.072,-0.574,-0.115,-4.858,-0.069,4,5,0,1,0,5,4,1,3,65,70,4,25,5.571,21.667,0.8,4,75,0.057,0,0,0.357,0.2,0.8,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321692.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321692.png,https://www.espncricinfo.com/db/PICTURES/CMS/182400/182465.1.jpg
Diana Baig,572638,Pakistan Women,2019,ICC Women's T20 World Cup,17.513,0.227,-3.449,-3.449,20.962,0.276,0,1,0,1,0,1,0,1,5,65,76,7,42,5.132,13,0,0,77,0.092,0,0,0.553,1,0,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322600/322670.png,https://www.espncricinfo.com/db/PICTURES/CMS/322600/322670.png,https://www.espncricinfo.com/db/PICTURES/CMS/304700/304761.png
Ellyse Perry,275487,Australia Women,2019,ICC Women's T20 World Cup,11.635,0.12,-1.497,-0.075,13.132,0.171,26,20,2,4,0,18,18,2,1,66,77,10,43,5.143,66,1.3,13,97,0.13,0.1,0,0.558,0.2,1,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320130.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320130.png,https://www.espncricinfo.com/db/PICTURES/CMS/282400/282462.1.jpg
Fahima Khatun,627048,Bangladesh Women,2019,ICC Women's T20 World Cup,-15.347,-0.171,-9.42,-0.277,-5.926,-0.106,29,34,2,11,0,32,21,3,0,63,56,7,18,6.75,Inf,0.853,9.667,90,0.125,0.059,0,0.321,0.324,0.656,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320480.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320480.png,https://www.espncricinfo.com/db/PICTURES/CMS/305300/305365.png
Fargana Hoque,486995,Bangladesh Women,2019,ICC Women's T20 World Cup,-21.295,-0.338,-21.295,-0.338,0,0,49,63,5,30,0,58,29,4,NA,NA,0,NA,NA,NA,NA,0.778,12.25,63,NA,0.079,0,NA,0.476,0.5,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320481.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320481.png,https://www.espncricinfo.com/db/PICTURES/CMS/305300/305366.png
Fran Wilson,466619,England Women,2019,ICC Women's T20 World Cup,-12.897,-0.293,-12.897,-0.293,0,0,39,44,2,14,0,42,31,3,NA,NA,0,NA,NA,NA,NA,0.886,13,44,NA,0.045,0,NA,0.318,0.738,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323180.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323180.png,https://www.espncricinfo.com/db/PICTURES/CMS/304900/304978.png
Georgia Wareham,946057,Australia Women,2019,ICC Women's T20 World Cup,12.336,0.287,0,0,12.336,0.287,NA,0,NA,NA,NA,NA,NA,NA,3,36,43,2,19,5.023,12,NA,NA,43,0.047,NA,NA,0.442,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/321700/321702.png,https://www.espncricinfo.com/db/PICTURES/CMS/321700/321702.png,https://www.espncricinfo.com/db/PICTURES/CMS/300500/300592.1.jpg
Hansima Karunaratne,631722,Sri Lanka Women,2019,ICC Women's T20 World Cup,-17.052,-0.812,-17.052,-0.812,0,0,7,21,0,13,0,21,7,1,NA,NA,0,NA,NA,NA,NA,0.333,7,21,NA,0,0,NA,0.619,0.333,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322129.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322129.png,https://www.espncricinfo.com/db/PICTURES/CMS/300600/300645.1.jpg
Harmanpreet Kaur,372317,India Women,2019,ICC Women's T20 World Cup,-24.8,-0.564,-24.8,-0.564,0,0,30,44,5,31,1,39,8,5,NA,NA,0,NA,NA,NA,NA,0.682,6,44,NA,0.114,0.023,NA,0.705,0.205,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320620.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320620.png,https://www.espncricinfo.com/db/PICTURES/CMS/304400/304466.png
Harshitha Samarawickrama,557839,Sri Lanka Women,2019,ICC Women's T20 World Cup,-5.583,-0.124,-5.583,-0.124,0,0,41,45,3,17,1,42,27,1,NA,NA,0,NA,NA,NA,NA,0.911,41,45,NA,0.067,0.022,NA,0.378,0.643,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322128.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322128.png,https://www.espncricinfo.com/db/PICTURES/CMS/300600/300648.1.jpg
Hasini Perera,371185,Sri Lanka Women,2019,ICC Women's T20 World Cup,-13.376,-0.139,-13.376,-0.139,0,0,66,96,8,52,0,88,34,3,NA,NA,0,NA,NA,NA,NA,0.688,22,96,NA,0.083,0,NA,0.542,0.386,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320581.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320581.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302856.jpg
Hayley Jensen,439029,New Zealand Women,2019,ICC Women's T20 World Cup,24.119,0.249,-2.175,-0.181,26.294,0.309,13,12,1,4,0,11,9,3,8,75,85,6,36,5.294,9.375,1.083,4.333,97,0.071,0.083,0,0.424,0.333,0.818,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320539.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320539.png,https://www.espncricinfo.com/db/PICTURES/CMS/305700/305772.png
Hayley Matthews,474308,West Indies Women,2019,ICC Women's T20 World Cup,4.704,0.046,-13.124,-0.312,17.828,0.292,26,42,4,27,0,38,10,3,2,53,61,4,24,5.213,26.5,0.619,8.667,103,0.066,0.095,0,0.393,0.643,0.263,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320598.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320598.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306637.jpg
Heather Knight,358259,England Women,2019,ICC Women's T20 World Cup,55.659,0.325,51.088,0.35,4.572,0.183,193,146,27,46,5,119,75,3,0,18,25,1,10,4.32,Inf,1.322,64.333,171,0.04,0.185,0.034,0.4,0.315,0.63,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320400.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320400.png,https://www.espncricinfo.com/db/PICTURES/CMS/304900/304980.png
Iram Javed,572633,Pakistan Women,2019,ICC Women's T20 World Cup,-2.229,-0.097,-2.229,-0.097,0,0,21,23,2,9,1,21,11,1,NA,NA,0,NA,NA,NA,NA,0.913,21,23,NA,0.087,0.043,NA,0.391,0.524,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320562.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320562.png,https://www.espncricinfo.com/db/PICTURES/CMS/304700/304769.png
Jahanara Alam,343649,Bangladesh Women,2019,ICC Women's T20 World Cup,-38.071,-0.494,-9.744,-0.75,-28.327,-0.443,11,13,1,6,0,12,7,3,1,91,64,13,23,8.531,91,0.846,3.667,77,0.203,0.077,0,0.359,0.462,0.583,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320482.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320482.png,https://www.espncricinfo.com/db/PICTURES/CMS/305300/305367.png
Javeria Khan,346680,Pakistan Women,2019,ICC Women's T20 World Cup,5.489,0.066,5.489,0.066,0,0,82,83,14,42,0,69,26,3,NA,NA,0,NA,NA,NA,NA,0.988,27.333,83,NA,0.169,0,NA,0.506,0.377,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320563.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320563.png,https://www.espncricinfo.com/db/PICTURES/CMS/150000/150087.1.jpg
Jemimah Rodrigues,883405,India Women,2019,ICC Women's T20 World Cup,-21.454,-0.219,-21.454,-0.219,0,0,85,98,5,31,1,93,63,4,NA,NA,0,NA,NA,NA,NA,0.867,21.25,98,NA,0.051,0.01,NA,0.316,0.677,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/321800/321866.png,https://www.espncricinfo.com/db/PICTURES/CMS/321800/321866.png,https://www.espncricinfo.com/db/PICTURES/CMS/300600/300608.1.jpg
Jess Jonassen,374936,Australia Women,2019,ICC Women's T20 World Cup,29.236,0.198,-10.274,-1.142,39.511,0.284,3,9,0,6,0,9,3,2,12,128,139,10,56,5.525,10.667,0.333,1.5,148,0.072,0,0,0.403,0.667,0.333,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320133.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320133.png,https://www.espncricinfo.com/db/PICTURES/CMS/150200/150218.1.jpg
Jess Kerr,1068933,New Zealand Women,2019,ICC Women's T20 World Cup,-6.694,-0.956,0,0,-6.694,-0.956,NA,0,NA,NA,NA,NA,NA,NA,0,13,7,1,4,11.143,Inf,NA,NA,7,0.143,NA,NA,0.571,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/336200/336280.png,https://www.espncricinfo.com/db/PICTURES/CMS/336200/336280.png,https://www.espncricinfo.com/db/PICTURES/CMS/305700/305774.4.jpg
Katey Martin,54537,New Zealand Women,2019,ICC Women's T20 World Cup,9.003,0.158,9.003,0.158,0,0,72,57,9,16,1,48,34,2,NA,NA,0,NA,NA,NA,NA,1.263,36,57,NA,0.158,0.018,NA,0.281,0.708,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320541.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320541.png,https://www.espncricinfo.com/db/PICTURES/CMS/305700/305778.png
Katherine Sciver-Brunt,53906,England Women,2019,ICC Women's T20 World Cup,5.212,0.056,3.44,0.265,1.772,0.022,19,13,3,5,0,10,7,2,3,83,80,10,39,6.225,27.667,1.462,9.5,93,0.125,0.231,0,0.488,0.385,0.7,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320405.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320405.png,https://www.espncricinfo.com/db/PICTURES/CMS/304900/304992.png
Kavisha Dilhari,923703,Sri Lanka Women,2019,ICC Women's T20 World Cup,23.046,0.224,6.321,0.301,16.725,0.204,28,21,2,3,0,19,20,1,2,70,82,6,37,5.122,35,1.333,28,103,0.073,0.095,0,0.451,0.143,1.053,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322130.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322130.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302878.jpg
Khadija Tul Kubra,535871,Bangladesh Women,2019,ICC Women's T20 World Cup,-22.771,-1.752,-3.449,-3.449,-19.322,-1.61,0,1,0,1,0,1,0,1,0,29,12,4,1,14.5,Inf,0,0,13,0.333,0,0,0.083,1,0,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320483.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320483.png,https://www.espncricinfo.com/db/PICTURES/CMS/305300/305368.png
Laura Wolvaardt,922481,South Africa Women,2019,ICC Women's T20 World Cup,27.472,0.509,27.472,0.509,0,0,84,54,12,13,1,42,34,NA,NA,NA,0,NA,NA,NA,NA,1.556,NA,54,NA,0.222,0.019,NA,0.241,0.81,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320641.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320641.png,https://www.espncricinfo.com/db/PICTURES/CMS/307300/307313.jpg
Lauren Winfield-Hill,517572,England Women,2019,ICC Women's T20 World Cup,-2.302,-0.46,-2.302,-0.46,0,0,5,5,0,1,0,5,5,1,NA,NA,0,NA,NA,NA,NA,1,5,5,NA,0,0,NA,0.2,1,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323182.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323182.png,https://www.espncricinfo.com/db/PICTURES/CMS/305000/305053.png
Lea Tahuhu,380929,New Zealand Women,2019,ICC Women's T20 World Cup,9.884,0.162,-4.639,-0.928,14.523,0.259,3,5,0,2,0,5,3,1,2,45,56,5,29,4.821,22.5,0.6,3,61,0.089,0,0,0.518,0.4,0.6,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320543.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320543.png,https://www.espncricinfo.com/db/PICTURES/CMS/305700/305782.png
Lee-Ann Kirby,355354,West Indies Women,2019,ICC Women's T20 World Cup,-2.5,-0.058,-2.5,-0.058,0,0,39,43,6,23,2,37,11,3,NA,NA,0,NA,NA,NA,NA,0.907,13,43,NA,0.14,0.047,NA,0.535,0.297,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321676.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321676.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306646.png
Leigh Kasperek,306524,New Zealand Women,2019,ICC Women's T20 World Cup,6.607,0.064,-3.158,-0.451,9.765,0.101,5,7,0,1,0,7,5,1,5,100,97,9,31,6.186,20,0.714,5,104,0.093,0,0,0.32,0.143,0.714,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320544.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320544.png,https://www.espncricinfo.com/db/PICTURES/CMS/318900/318986.jpg
Lizelle Lee,483484,South Africa Women,2019,ICC Women's T20 World Cup,33.055,0.376,33.055,0.376,0,0,119,88,22,43,3,66,25,4,NA,NA,0,NA,NA,NA,NA,1.352,29.75,88,NA,0.25,0.034,NA,0.489,0.379,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320642.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320642.png,https://www.espncricinfo.com/db/PICTURES/CMS/307300/307317.png
Maddy Green,438265,New Zealand Women,2019,ICC Women's T20 World Cup,-0.072,-0.001,-0.072,-0.001,0,0,92,83,10,32,4,73,44,4,NA,NA,0,NA,NA,NA,NA,1.108,23,83,NA,0.12,0.048,NA,0.386,0.603,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320545.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320545.png,https://www.espncricinfo.com/db/PICTURES/CMS/305700/305788.png
Mady Villiers,874173,England Women,2019,ICC Women's T20 World Cup,3.12,0.125,0,0,3.12,0.125,NA,0,NA,NA,NA,NA,NA,NA,3,30,25,4,11,7.2,10,NA,NA,25,0.16,NA,NA,0.44,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323188.png,https://www.espncricinfo.com/db/PICTURES/CMS/323100/323188.png,https://www.espncricinfo.com/db/PICTURES/CMS/305100/305189.png
Marizanne Kapp,351836,South Africa Women,2019,ICC Women's T20 World Cup,10.943,0.119,-0.185,-0.003,11.128,0.445,69,67,9,29,1,58,31,2,2,20,25,2,13,4.8,10,1.03,34.5,92,0.08,0.134,0.015,0.52,0.433,0.534,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320644.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320644.png,https://www.espncricinfo.com/db/PICTURES/CMS/307300/307319.png
Meg Lanning,329336,Australia Women,2019,ICC Women's T20 World Cup,-3.954,-0.028,-3.954,-0.028,0,0,132,141,15,55,1,126,70,3,NA,NA,0,NA,NA,NA,NA,0.936,44,141,NA,0.106,0.007,NA,0.39,0.556,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320138.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320138.png,https://www.espncricinfo.com/db/PICTURES/CMS/282400/282468.1.jpg
Megan Schutt,420314,Australia Women,2019,ICC Women's T20 World Cup,17.555,0.134,-2.598,-2.598,20.153,0.155,1,1,0,0,0,1,1,NA,13,136,130,19,58,6.277,10.462,1,NA,131,0.146,0,0,0.446,0,1,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321667.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321667.png,https://www.espncricinfo.com/db/PICTURES/CMS/282400/282464.1.jpg
Mignon du Preez,54646,South Africa Women,2019,ICC Women's T20 World Cup,0.64,0.018,0.64,0.018,0,0,35,35,4,16,1,31,17,2,NA,NA,0,NA,NA,NA,NA,1,17.5,35,NA,0.114,0.029,NA,0.457,0.548,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320646.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320646.png,https://www.espncricinfo.com/db/PICTURES/CMS/307300/307321.png
Molly Strano,382231,Australia Women,2019,ICC Women's T20 World Cup,4.924,0.126,-0.685,-0.228,5.609,0.156,2,3,0,1,0,3,2,1,2,38,36,4,14,6.333,19,0.667,2,39,0.111,0,0,0.389,0.333,0.667,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/305800/305809.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/305800/305809.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/305800/305809.jpg
Muneeba Ali,941795,Pakistan Women,2019,ICC Women's T20 World Cup,-8.987,-0.158,-8.987,-0.158,0,0,47,57,7,31,0,50,19,3,NA,NA,0,NA,NA,NA,NA,0.825,15.667,57,NA,0.123,0,NA,0.544,0.38,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322600/322671.png,https://www.espncricinfo.com/db/PICTURES/CMS/322600/322671.png,https://www.espncricinfo.com/db/PICTURES/CMS/304700/304773.png
Murshida Khatun,1080264,Bangladesh Women,2019,ICC Women's T20 World Cup,-14.674,-0.226,-14.674,-0.226,0,0,52,65,7,33,0,58,24,4,NA,NA,0,NA,NA,NA,NA,0.8,13,65,NA,0.108,0,NA,0.508,0.414,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322800/322844.png,https://www.espncricinfo.com/db/PICTURES/CMS/322800/322844.png,https://www.espncricinfo.com/db/PICTURES/CMS/305300/305370.png
Nadine de Klerk,939249,South Africa Women,2019,ICC Women's T20 World Cup,19.923,0.433,3.516,1.758,16.407,0.373,6,2,1,0,0,1,2,NA,4,40,44,2,19,5.455,10,3,NA,46,0.045,0.5,0,0.432,0,2,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/323500/323591.png,https://www.espncricinfo.com/db/PICTURES/CMS/323500/323591.png,https://www.espncricinfo.com/db/PICTURES/CMS/307300/307323.png
Nahida Akter,924183,Bangladesh Women,2019,ICC Women's T20 World Cup,-18.046,-0.273,-0.685,-0.228,-17.361,-0.276,2,3,0,1,0,3,2,NA,1,79,63,11,24,7.524,79,0.667,NA,66,0.175,0,0,0.381,0.333,0.667,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320485.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320485.png,https://www.espncricinfo.com/db/PICTURES/CMS/305300/305371.png
Nannapat Koncharoenkai,944285,Thailand Women,2019,ICC Women's T20 World Cup,-31.853,-0.442,-31.853,-0.442,0,0,45,72,2,34,0,70,37,3,NA,NA,0,NA,NA,NA,NA,0.625,15,72,NA,0.028,0,NA,0.472,0.529,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/334400/334412.png,https://www.espncricinfo.com/db/PICTURES/CMS/334400/334412.png,https://www.espncricinfo.com/db/PICTURES/CMS/331600/331685.4.jpg
Naruemol Chaiwai,486944,Thailand Women,2019,ICC Women's T20 World Cup,-21.901,-0.429,-21.901,-0.429,0,0,32,51,2,25,0,49,24,2,NA,NA,0,NA,NA,NA,NA,0.627,16,51,NA,0.039,0,NA,0.49,0.49,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/331600/331681.png,https://www.espncricinfo.com/db/PICTURES/CMS/331600/331681.png,https://www.espncricinfo.com/db/PICTURES/CMS/331600/331682.4.jpg
Nat Sciver-Brunt,515905,England Women,2019,ICC Women's T20 World Cup,11.941,0.049,10.018,0.055,1.924,0.032,202,182,25,64,1,157,100,3,2,61,61,7,30,6,30.5,1.11,67.333,243,0.115,0.137,0.005,0.492,0.352,0.637,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320409.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320409.png,https://www.espncricinfo.com/db/PICTURES/CMS/305000/305060.jpg
Nattaya Boochatham,301800,Thailand Women,2019,ICC Women's T20 World Cup,-42.601,-0.435,-34.851,-0.894,-7.751,-0.131,10,39,0,29,0,39,10,3,1,65,59,10,31,6.61,65,0.256,3.333,98,0.169,0,0,0.525,0.744,0.256,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/334400/334410.png,https://www.espncricinfo.com/db/PICTURES/CMS/334400/334410.png,https://www.espncricinfo.com/db/PICTURES/CMS/331600/331684.4.jpg
Natthakan Chantham,486942,Thailand Women,2019,ICC Women's T20 World Cup,-17.528,-0.24,-17.528,-0.24,0,0,47,73,7,48,0,66,19,3,NA,NA,0,NA,NA,NA,NA,0.644,15.667,73,NA,0.096,0,NA,0.658,0.288,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/334400/334413.png,https://www.espncricinfo.com/db/PICTURES/CMS/334400/334413.png,https://www.espncricinfo.com/db/PICTURES/CMS/331600/331689.4.jpg
Nicola Carey,381217,Australia Women,2019,ICC Women's T20 World Cup,-5.668,-0.05,-3.939,-0.188,-1.729,-0.019,18,21,2,6,0,19,10,1,4,102,92,12,35,6.652,25.5,0.857,18,113,0.13,0.095,0,0.38,0.286,0.526,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321693.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321693.png,https://www.espncricinfo.com/db/PICTURES/CMS/150600/150647.1.jpg
Nida Dar,333355,Pakistan Women,2019,ICC Women's T20 World Cup,-28.597,-0.253,-12.335,-0.333,-16.262,-0.214,26,37,1,12,0,36,22,2,5,100,76,12,22,7.895,20,0.703,13,113,0.158,0.027,0,0.289,0.324,0.611,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320568.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320568.png,https://www.espncricinfo.com/db/PICTURES/CMS/304700/304777.png
Nigar Sultana,924177,Bangladesh Women,2019,ICC Women's T20 World Cup,-15.992,-0.121,-15.992,-0.121,0,0,114,132,15,65,0,117,54,4,NA,NA,0,NA,NA,NA,NA,0.864,28.5,132,NA,0.114,0,NA,0.492,0.462,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320486.png,https://www.espncricinfo.com/db/PICTURES/CMS/320400/320486.png,https://www.espncricinfo.com/db/PICTURES/CMS/305300/305372.png
Nilakshika Silva,557764,Sri Lanka Women,2019,ICC Women's T20 World Cup,-21.623,-0.601,-21.623,-0.601,0,0,30,36,2,13,0,34,22,3,NA,NA,0,NA,NA,NA,NA,0.833,10,36,NA,0.056,0,NA,0.361,0.647,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320585.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320585.png,https://www.espncricinfo.com/db/PICTURES/CMS/306500/306567.jpg
Nonkululeko Mlaba,971203,South Africa Women,2019,ICC Women's T20 World Cup,14.2,0.158,0,0,14.2,0.158,NA,0,NA,NA,NA,NA,NA,NA,3,75,90,10,50,5,25,NA,NA,90,0.111,NA,NA,0.556,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/336200/336285.png,https://www.espncricinfo.com/db/PICTURES/CMS/336200/336285.png,https://www.espncricinfo.com/db/PICTURES/CMS/300600/300617.4.jpg
Omaima Sohail,941777,Pakistan Women,2019,ICC Women's T20 World Cup,-11.285,-0.752,-11.285,-0.752,0,0,7,15,0,9,0,15,7,2,NA,NA,0,NA,NA,NA,NA,0.467,3.5,15,NA,0,0,NA,0.6,0.467,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/322600/322673.png,https://www.espncricinfo.com/db/PICTURES/CMS/322600/322673.png,https://www.espncricinfo.com/db/PICTURES/CMS/282000/282076.1.jpg
Onnicha Kamchomphu,944283,Thailand Women,2019,ICC Women's T20 World Cup,-12.07,-0.251,-9.094,-0.303,-2.977,-0.165,28,30,4,18,1,26,10,3,0,21,18,2,7,7,Inf,0.933,9.333,48,0.111,0.133,0.033,0.389,0.6,0.385,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/334400/334414.png,https://www.espncricinfo.com/db/PICTURES/CMS/334400/334414.png,https://www.espncricinfo.com/db/PICTURES/CMS/331600/331690.4.jpg
